#bytes,#repetitions,t[usec],Mbytes/sec
512,1000,8.82,58.05
1024,1000,10.23,100.06
2048,1000,9.32,219.74
4096,1000,11.56,354.18
8192,1000,12.16,673.69
16384,1000,16.96,966.20
32768,1000,27.27,1201.42
65536,640,61.08,1072.95
131072,320,81.54,1607.54
262144,160,115.84,2262.92
524288,80,186.97,2804.16
1048576,40,332.27,3155.84
2097152,20,639.96,3277.02
4194304,10,1323.75,3168.50
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.87,0.00
1,1000,9.02,0.11
2,1000,9.00,0.22
4,1000,8.97,0.45
8,1000,9.01,0.89
16,1000,9.01,1.78
32,1000,8.97,3.57
64,1000,9.01,7.10
128,1000,9.32,13.74
256,1000,9.38,27.29
512,1000,9.45,54.17
1024,1000,10.49,97.63
2048,1000,9.94,206.09
4096,1000,11.75,348.66
8192,1000,12.59,650.55
16384,1000,17.06,960.39
32768,1000,27.05,1211.56
65536,640,62.20,1053.70
131072,320,83.36,1572.33
262144,160,118.82,2206.21
524288,80,189.17,2771.54
1048576,40,333.94,3140.04
2097152,20,644.97,3251.57
4194304,10,1336.32,3138.70
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.44,0.00
1,1000,8.53,0.12
2,1000,8.50,0.24
4,1000,8.52,0.47
8,1000,8.55,0.94
16,1000,8.54,1.87
32,1000,8.53,3.75
64,1000,8.52,7.52
128,1000,8.87,14.44
256,1000,8.96,28.57
512,1000,8.98,57.00
1024,1000,10.47,97.83
2048,1000,9.55,214.51
4096,1000,11.51,355.99
8192,1000,12.26,667.99
16384,1000,16.76,977.67
32768,1000,27.05,1211.17
65536,640,61.88,1059.00
131072,320,82.22,1594.07
262144,160,116.25,2255.06
524288,80,186.57,2810.14
1048576,40,331.10,3166.96
2097152,20,638.47,3284.64
4194304,10,1323.28,3169.64
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.58,0.00
1,1000,8.74,0.11
2,1000,8.68,0.23
4,1000,8.72,0.46
8,1000,8.65,0.92
16,1000,8.67,1.85
32,1000,8.69,3.68
64,1000,8.72,7.34
128,1000,9.07,14.12
256,1000,9.09,28.15
512,1000,9.13,56.10
1024,1000,10.20,100.35
2048,1000,9.57,213.95
4096,1000,11.53,355.29
8192,1000,12.27,667.80
16384,1000,16.75,978.03
32768,1000,27.00,1213.83
65536,640,61.38,1067.76
131072,320,82.37,1591.30
262144,160,115.80,2263.78
524288,80,187.58,2794.94
1048576,40,332.47,3153.87
2097152,20,638.94,3282.24
4194304,10,1322.64,3171.15
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.69,0.00
1,1000,8.81,0.11
2,1000,8.78,0.23
4,1000,8.79,0.45
8,1000,8.80,0.91
16,1000,8.79,1.82
32,1000,8.79,3.64
64,1000,8.80,7.27
128,1000,9.09,14.08
256,1000,9.11,28.11
512,1000,9.19,55.68
1024,1000,10.44,98.06
2048,1000,9.70,211.11
4096,1000,11.87,345.05
8192,1000,12.49,655.63
16384,1000,17.11,957.40
32768,1000,27.28,1201.10
65536,640,62.51,1048.43
131072,320,83.29,1573.74
262144,160,117.24,2235.97
524288,80,189.76,2762.85
1048576,40,335.01,3129.96
2097152,20,645.25,3250.16
4194304,10,1331.54,3149.97
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.88,0.00
1,1000,8.76,0.11
2,1000,8.78,0.23
4,1000,8.77,0.46
8,1000,8.74,0.92
16,1000,8.77,1.82
32,1000,8.77,3.65
64,1000,8.76,7.31
128,1000,9.09,14.08
256,1000,9.12,28.07
512,1000,9.23,55.46
1024,1000,10.13,101.06
2048,1000,9.69,211.34
4096,1000,11.45,357.64
8192,1000,12.40,660.51
16384,1000,16.79,975.94
32768,1000,27.06,1211.01
65536,640,60.96,1075.01
131072,320,82.41,1590.41
262144,160,117.51,2230.76
524288,80,187.14,2801.53
1048576,40,332.16,3156.88
2097152,20,638.58,3284.08
4194304,10,1320.56,3176.16
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.77,0.00
1,1000,8.91,0.11
2,1000,8.91,0.22
4,1000,8.90,0.45
8,1000,8.92,0.90
16,1000,8.87,1.80
32,1000,8.91,3.59
64,1000,8.93,7.16
128,1000,9.18,13.94
256,1000,9.22,27.77
512,1000,9.27,55.25
1024,1000,10.42,98.25
2048,1000,9.72,210.64
4096,1000,11.65,351.68
8192,1000,12.36,662.91
16384,1000,16.87,971.08
32768,1000,27.16,1206.61
65536,640,61.89,1058.91
131072,320,83.18,1575.68
262144,160,117.23,2236.14
524288,80,187.85,2790.94
1048576,40,332.49,3153.69
2097152,20,639.56,3279.03
4194304,10,1320.25,3176.90
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.60,0.00
1,1000,0.63,1.59
2,1000,0.63,3.20
4,1000,0.62,6.42
8,1000,0.62,12.80
16,1000,0.72,22.19
32,1000,0.73,43.54
64,1000,0.84,76.54
128,1000,1.02,125.87
256,1000,1.11,229.82
512,1000,1.35,380.27
1024,1000,1.71,600.57
2048,1000,1.88,1087.77
4096,1000,3.08,1330.89
8192,1000,3.48,2357.19
16384,1000,4.21,3896.21
32768,1000,4.90,6684.06
65536,640,7.10,9234.14
131072,320,10.49,12496.66
262144,160,18.33,14300.32
524288,80,38.26,13703.42
1048576,40,99.77,10509.86
2097152,20,228.67,9171.09
4194304,10,465.79,9004.71
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.60,0.00
1,1000,0.64,1.57
2,1000,0.63,3.16
4,1000,0.63,6.35
8,1000,0.62,12.80
16,1000,0.73,21.81
32,1000,0.77,41.32
64,1000,0.77,82.60
128,1000,0.94,136.83
256,1000,1.19,215.15
512,1000,1.37,374.08
1024,1000,1.59,643.89
2048,1000,1.75,1170.07
4096,1000,3.04,1345.63
8192,1000,3.54,2312.45
16384,1000,4.09,4008.48
32768,1000,4.94,6632.00
65536,640,7.08,9259.93
131072,320,10.41,12594.07
262144,160,18.45,14209.28
524288,80,37.91,13831.18
1048576,40,100.56,10427.04
2097152,20,230.23,9108.91
4194304,10,466.96,8982.24
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.59,0.00
1,1000,0.64,1.55
2,1000,0.62,3.22
4,1000,0.62,6.43
8,1000,0.63,12.79
16,1000,0.70,22.95
32,1000,0.73,43.96
64,1000,0.78,81.91
128,1000,0.86,148.23
256,1000,1.15,221.66
512,1000,1.37,372.75
1024,1000,1.69,607.41
2048,1000,1.76,1166.39
4096,1000,3.21,1274.62
8192,1000,3.57,2291.92
16384,1000,4.24,3859.75
32768,1000,5.03,6515.98
65536,640,7.19,9118.86
131072,320,10.57,12406.25
262144,160,18.40,14244.32
524288,80,38.00,13795.33
1048576,40,99.12,10579.32
2097152,20,229.62,9133.23
4194304,10,466.39,8993.11
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.58,0.00
1,1000,0.63,1.59
2,1000,0.62,3.22
4,1000,0.62,6.41
8,1000,0.62,12.95
16,1000,0.74,21.72
32,1000,0.76,42.22
64,1000,0.87,73.38
128,1000,1.03,123.84
256,1000,1.12,229.36
512,1000,1.36,376.30
1024,1000,1.66,618.11
2048,1000,1.81,1128.83
4096,1000,3.28,1249.92
8192,1000,3.42,2393.45
16384,1000,4.23,3870.21
32768,1000,4.87,6726.20
65536,640,7.03,9316.44
131072,320,10.54,12435.61
262144,160,18.12,14464.12
524288,80,38.38,13662.06
1048576,40,99.37,10552.04
2097152,20,229.33,9144.83
4194304,10,467.05,8980.39
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.59,0.00
1,1000,0.62,1.61
2,1000,0.63,3.19
4,1000,0.61,6.51
8,1000,0.65,12.22
16,1000,0.73,21.98
32,1000,0.74,43.10
64,1000,0.88,72.77
128,1000,1.00,128.33
256,1000,1.12,227.61
512,1000,1.37,374.91
1024,1000,1.70,600.97
2048,1000,1.90,1080.23
4096,1000,3.06,1336.65
8192,1000,3.34,2452.71
16384,1000,4.02,4075.97
32768,1000,4.97,6591.35
65536,640,7.14,9178.41
131072,320,10.64,12317.43
262144,160,18.34,14293.65
524288,80,37.46,13996.56
1048576,40,100.36,10447.80
2097152,20,232.55,9018.23
4194304,10,472.66,8873.81
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.59,0.00
1,1000,0.64,1.56
2,1000,0.63,3.15
4,1000,0.64,6.28
8,1000,0.64,12.51
16,1000,0.73,21.82
32,1000,0.79,40.41
64,1000,0.84,76.06
128,1000,0.93,138.23
256,1000,1.12,229.58
512,1000,1.39,368.82
1024,1000,1.48,689.70
2048,1000,1.76,1161.22
4096,1000,2.92,1404.52
8192,1000,3.59,2280.86
16384,1000,3.82,4293.16
32768,1000,5.28,6207.16
65536,640,7.07,9273.01
131072,320,10.55,12420.35
262144,160,18.28,14342.36
524288,80,38.18,13732.73
1048576,40,99.51,10537.39
2097152,20,229.32,9144.96
4194304,10,467.63,8969.22
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.59,0.00
1,1000,0.63,1.58
2,1000,0.63,3.18
4,1000,0.63,6.36
8,1000,0.63,12.65
16,1000,0.72,22.22
32,1000,0.74,43.03
64,1000,0.85,75.42
128,1000,0.92,138.41
256,1000,1.17,218.16
512,1000,1.34,381.27
1024,1000,1.52,675.83
2048,1000,1.82,1126.81
4096,1000,3.05,1344.42
8192,1000,3.36,2434.88
16384,1000,3.90,4204.03
32768,1000,5.10,6422.48
65536,640,6.84,9586.92
131072,320,10.62,12345.15
262144,160,18.13,14456.78
524288,80,37.80,13871.74
1048576,40,99.75,10512.22
2097152,20,228.84,9164.07
4194304,10,466.40,8992.86
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.63,0.00
1,1000,0.64,1.56
2,1000,0.64,3.15
4,1000,0.64,6.27
8,1000,0.63,12.64
16,1000,0.73,21.89
32,1000,0.75,42.66
64,1000,0.86,74.44
128,1000,0.97,131.56
256,1000,1.14,224.33
512,1000,1.35,379.38
1024,1000,1.60,640.08
2048,1000,1.81,1128.69
4096,1000,3.01,1360.10
8192,1000,3.33,2462.09
16384,1000,3.92,4181.45
32768,1000,4.91,6670.70
65536,640,6.95,9423.76
131072,320,10.64,12313.05
262144,160,18.48,14186.96
524288,80,38.02,13791.50
1048576,40,99.56,10532.37
2097152,20,233.75,8971.95
4194304,10,473.97,8849.32
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.59,0.00
1,1000,0.62,1.61
2,1000,0.63,3.20
4,1000,0.62,6.40
8,1000,0.62,12.90
16,1000,0.73,22.02
32,1000,0.76,41.94
64,1000,0.81,78.60
128,1000,0.92,139.26
256,1000,1.15,222.14
512,1000,1.35,378.94
1024,1000,1.63,628.55
2048,1000,1.80,1137.93
4096,1000,2.91,1409.00
8192,1000,3.33,2460.61
16384,1000,3.92,4174.38
32768,1000,4.88,6715.76
65536,640,6.87,9543.48
131072,320,10.34,12677.94
262144,160,18.48,14181.96
524288,80,38.80,13510.85
1048576,40,101.38,10343.00
2097152,20,229.17,9150.99
4194304,10,465.63,9007.74
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.59,0.00
1,1000,0.63,1.59
2,1000,0.62,3.20
4,1000,0.62,6.44
8,1000,0.62,12.81
16,1000,0.73,21.85
32,1000,0.77,41.76
64,1000,0.83,76.95
128,1000,0.94,136.51
256,1000,1.13,227.36
512,1000,1.38,372.10
1024,1000,1.57,652.13
2048,1000,1.95,1052.59
4096,1000,2.98,1376.40
8192,1000,3.37,2430.32
16384,1000,3.76,4356.33
32768,1000,4.97,6595.84
65536,640,6.68,9805.94
131072,320,10.74,12203.78
262144,160,18.22,14384.29
524288,80,37.80,13869.81
1048576,40,99.34,10554.95
2097152,20,231.78,9048.13
4194304,10,467.86,8964.85
