#bytes,#repetitions,t[usec],Mbytes/sec
262144,160,32.57,8048.37
524288,80,57.10,9181.59
1048576,40,97.34,10772.06
2097152,20,182.11,11515.61
4194304,10,352.69,11892.29
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.98,0.00
1,1000,0.99,1.01
2,1000,0.99,2.01
4,1000,1.00,4.02
8,1000,0.99,8.09
16,1000,0.99,16.13
32,1000,1.01,31.72
64,1000,1.17,54.77
128,1000,1.21,105.94
256,1000,1.43,179.60
512,1000,1.50,341.13
1024,1000,1.65,619.33
2048,1000,2.33,878.10
4096,1000,3.20,1278.63
8192,1000,4.49,1825.48
16384,1000,6.28,2608.53
32768,1000,8.47,3867.60
65536,640,12.40,5287.29
131072,320,18.61,7041.63
262144,160,32.54,8055.15
524288,80,57.20,9165.99
1048576,40,97.86,10715.33
2097152,20,182.19,11511.00
4194304,10,352.77,11889.52
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.99,0.00
1,1000,0.99,1.01
2,1000,0.99,2.01
4,1000,0.99,4.03
8,1000,0.99,8.09
16,1000,1.00,16.08
32,1000,1.01,31.68
64,1000,1.17,54.62
128,1000,1.22,105.29
256,1000,1.43,179.43
512,1000,1.51,338.42
1024,1000,1.66,617.77
2048,1000,2.32,881.28
4096,1000,3.20,1278.33
8192,1000,4.48,1826.65
16384,1000,6.29,2604.34
32768,1000,8.49,3859.78
65536,640,12.39,5289.70
131072,320,18.62,7037.77
262144,160,32.55,8053.12
524288,80,54.71,9583.29
1048576,40,98.45,10651.25
2097152,20,182.24,11507.40
4194304,10,353.33,11870.75
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.98,0.00
1,1000,0.99,1.01
2,1000,1.00,2.00
4,1000,1.00,4.02
8,1000,0.98,8.13
16,1000,0.99,16.18
32,1000,1.01,31.78
64,1000,1.17,54.76
128,1000,1.22,105.07
256,1000,1.42,179.83
512,1000,1.51,339.15
1024,1000,1.66,616.49
2048,1000,2.32,881.65
4096,1000,3.21,1277.33
8192,1000,4.48,1828.71
16384,1000,6.28,2608.61
32768,1000,8.48,3863.55
65536,640,12.39,5289.90
131072,320,18.62,7037.60
262144,160,32.58,8046.26
524288,80,54.28,9659.21
1048576,40,98.44,10651.89
2097152,20,182.13,11514.38
4194304,10,353.40,11868.46
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,7.27,0.00
1,1000,7.25,0.14
2,1000,7.25,0.28
4,1000,7.25,0.55
8,1000,7.28,1.10
16,1000,7.27,2.20
32,1000,7.32,4.37
64,1000,7.42,8.62
128,1000,7.35,17.42
256,1000,7.44,34.42
512,1000,7.49,68.40
1024,1000,7.70,132.92
2048,1000,20.66,99.13
4096,1000,15.63,262.02
8192,1000,22.38,366.02
16384,1000,23.94,684.28
32768,1000,40.69,805.40
65536,640,58.17,1126.61
131072,320,105.22,1245.64
262144,160,154.59,1695.70
524288,80,210.81,2487.01
1048576,40,343.41,3053.40
2097152,20,553.77,3787.02
4194304,10,1123.68,3732.65
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,10.38,0.00
1,1000,10.30,0.10
2,1000,10.31,0.19
4,1000,10.32,0.39
8,1000,10.30,0.78
16,1000,10.34,1.55
32,1000,10.42,3.07
64,1000,10.35,6.18
128,1000,10.52,12.17
256,1000,10.68,23.98
512,1000,10.83,47.30
1024,1000,11.28,90.76
2048,1000,19.91,102.88
4096,1000,21.87,187.27
8192,1000,33.66,243.38
16384,1000,36.53,448.53
32768,1000,75.03,436.75
65536,640,102.63,638.54
131072,320,139.07,942.51
262144,160,185.99,1409.44
524288,80,293.75,1784.79
1048576,40,450.70,2326.53
2097152,20,829.40,2528.51
4194304,10,1691.38,2479.82
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,9.06,0.00
1,1000,9.04,0.11
2,1000,9.04,0.22
4,1000,9.03,0.44
8,1000,9.02,0.89
16,1000,9.01,1.78
32,1000,9.02,3.55
64,1000,9.05,7.07
128,1000,9.10,14.07
256,1000,8.88,28.82
512,1000,9.14,56.04
1024,1000,9.48,108.03
2048,1000,20.82,98.36
4096,1000,19.30,212.21
8192,1000,27.07,302.61
16384,1000,37.06,442.04
32768,1000,48.49,675.80
65536,640,66.41,986.81
131072,320,126.73,1034.24
262144,160,179.24,1462.56
524288,80,239.78,2186.51
1048576,40,376.81,2782.77
2097152,20,778.64,2693.36
4194304,10,1423.58,2946.31
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,18.13,0.00
1,1000,18.14,0.06
2,1000,18.14,0.11
4,1000,18.15,0.22
8,1000,9.26,0.86
16,1000,9.23,1.73
32,1000,9.15,3.50
64,1000,8.91,7.18
128,1000,8.93,14.33
256,1000,9.04,28.33
512,1000,9.31,54.99
1024,1000,9.66,106.01
2048,1000,19.48,105.16
4096,1000,17.45,234.74
8192,1000,28.13,291.21
16384,1000,28.31,578.76
32768,1000,49.18,666.31
65536,640,84.93,771.60
131072,320,116.87,1121.49
262144,160,183.69,1427.12
524288,80,235.37,2227.46
1048576,40,431.48,2430.20
2097152,20,816.91,2567.18
4194304,10,1358.53,3087.38
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.97,0.00
1,1000,8.93,0.11
2,1000,8.95,0.22
4,1000,8.92,0.45
8,1000,8.96,0.89
16,1000,8.81,1.82
32,1000,8.81,3.63
64,1000,8.92,7.17
128,1000,8.99,14.24
256,1000,9.17,27.91
512,1000,9.50,53.88
1024,1000,9.70,105.58
2048,1000,15.87,129.07
4096,1000,18.30,223.87
8192,1000,26.84,305.23
16384,1000,34.57,473.90
32768,1000,49.44,662.76
65536,640,99.90,656.00
131072,320,129.16,1014.79
262144,160,179.87,1457.42
524288,80,346.79,1511.82
1048576,40,506.46,2070.38
2097152,20,682.84,3071.21
4194304,10,1368.23,3065.49
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,9.11,0.00
1,1000,9.05,0.11
2,1000,9.04,0.22
4,1000,9.06,0.44
8,1000,9.04,0.88
16,1000,8.99,1.78
32,1000,9.10,3.52
64,1000,9.08,7.05
128,1000,9.14,14.01
256,1000,9.34,27.42
512,1000,9.56,53.53
1024,1000,9.88,103.67
2048,1000,17.03,120.29
4096,1000,16.38,250.10
8192,1000,26.95,303.96
16384,1000,24.86,658.98
32768,1000,57.95,565.43
65536,640,65.93,993.97
131072,320,135.56,966.87
262144,160,202.86,1292.22
524288,80,272.65,1922.96
1048576,40,450.76,2326.25
2097152,20,832.62,2518.74
4194304,10,1759.28,2384.10
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,10.48,0.00
1,1000,10.62,0.09
2,1000,10.58,0.19
4,1000,10.63,0.38
8,1000,10.62,0.75
16,1000,10.44,1.53
32,1000,10.44,3.06
64,1000,10.56,6.06
128,1000,10.61,12.07
256,1000,10.85,23.60
512,1000,11.21,45.69
1024,1000,11.56,88.57
2048,1000,20.26,101.08
4096,1000,26.86,152.50
8192,1000,33.69,243.19
16384,1000,45.88,357.12
32768,1000,66.19,495.07
65536,640,88.90,737.19
131072,320,140.38,933.71
262144,160,234.99,1115.57
524288,80,296.45,1768.57
1048576,40,479.25,2187.96
2097152,20,841.22,2492.99
4194304,10,1654.38,2535.27
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,10.54,0.00
1,1000,10.44,0.10
2,1000,10.53,0.19
4,1000,10.51,0.38
8,1000,10.43,0.77
16,1000,10.42,1.54
32,1000,10.42,3.07
64,1000,10.48,6.10
128,1000,10.66,12.01
256,1000,10.71,23.91
512,1000,10.67,47.98
1024,1000,11.13,92.03
2048,1000,16.92,121.05
4096,1000,22.63,181.00
8192,1000,33.97,241.18
16384,1000,37.96,431.56
32768,1000,88.92,368.52
65536,640,92.52,708.37
131072,320,141.38,927.12
262144,160,189.00,1386.98
524288,80,286.47,1830.14
1048576,40,438.75,2389.93
2097152,20,838.55,2500.92
4194304,10,1695.02,2474.48
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.90,0.00
1,1000,8.92,0.11
2,1000,8.90,0.22
4,1000,9.00,0.44
8,1000,9.01,0.89
16,1000,8.89,1.80
32,1000,8.86,3.61
64,1000,9.01,7.10
128,1000,8.94,14.32
256,1000,8.99,28.49
512,1000,9.07,56.44
1024,1000,9.61,106.57
2048,1000,16.16,126.73
4096,1000,18.15,225.63
8192,1000,27.91,293.49
16384,1000,37.60,435.76
32768,1000,46.94,698.04
65536,640,90.89,721.04
131072,320,134.66,973.35
262144,160,179.38,1461.41
524288,80,242.02,2166.34
1048576,40,382.63,2740.42
2097152,20,676.73,3098.94
4194304,10,1427.64,2937.92
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,11.08,0.00
1,1000,11.03,0.09
2,1000,11.08,0.18
4,1000,11.09,0.36
8,1000,11.10,0.72
16,1000,11.09,1.44
32,1000,11.09,2.89
64,1000,11.10,5.76
128,1000,11.13,11.50
256,1000,10.87,23.54
512,1000,11.07,46.25
1024,1000,11.57,88.52
2048,1000,17.59,116.43
4096,1000,26.15,156.64
8192,1000,35.71,229.41
16384,1000,34.98,468.43
32768,1000,58.71,558.12
65536,640,111.31,588.76
131072,320,155.95,840.50
262144,160,196.89,1331.40
524288,80,283.89,1846.77
1048576,40,466.07,2249.84
2097152,20,833.88,2514.93
4194304,10,1685.88,2487.90
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,14.13,0.00
1,1000,14.11,0.07
2,1000,14.16,0.14
4,1000,14.14,0.28
8,1000,14.15,0.57
16,1000,14.15,1.13
32,1000,14.16,2.26
64,1000,14.27,4.49
128,1000,14.64,8.74
256,1000,14.81,17.28
512,1000,14.99,34.17
1024,1000,15.40,66.48
2048,1000,38.24,53.56
4096,1000,38.41,106.63
8192,1000,61.49,133.23
16384,1000,49.01,334.28
32768,1000,96.29,340.29
65536,640,97.97,668.94
131072,320,110.19,1189.56
262144,160,214.96,1219.53
524288,80,295.69,1773.08
1048576,40,16891.47,62.08
2097152,20,842.08,2490.43
4194304,10,1546.89,2711.44
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,15.75,0.00
1,1000,15.77,0.06
2,1000,15.80,0.13
4,1000,15.81,0.25
8,1000,15.79,0.51
16,1000,15.77,1.01
32,1000,15.78,2.03
64,1000,15.88,4.03
128,1000,16.50,7.76
256,1000,16.60,15.42
512,1000,16.71,30.64
1024,1000,17.21,59.49
2048,1000,40.24,50.89
4096,1000,40.99,99.93
8192,1000,68.83,119.01
16384,1000,49.04,334.12
32768,1000,97.00,337.81
65536,640,101.36,646.60
131072,320,127.47,1028.24
262144,160,230.65,1136.56
524288,80,328.29,1597.03
1048576,40,518.19,2023.55
2097152,20,907.46,2311.00
4194304,10,1772.22,2366.69
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,14.13,0.00
1,1000,14.08,0.07
2,1000,14.11,0.14
4,1000,14.13,0.28
8,1000,14.09,0.57
16,1000,14.10,1.13
32,1000,14.14,2.26
64,1000,14.19,4.51
128,1000,14.77,8.67
256,1000,14.81,17.29
512,1000,14.92,34.32
1024,1000,15.36,66.68
2048,1000,38.19,53.63
4096,1000,38.35,106.80
8192,1000,61.92,132.31
16384,1000,48.98,334.52
32768,1000,97.70,335.41
65536,640,97.29,673.62
131072,320,110.92,1181.71
262144,160,215.01,1219.22
524288,80,296.44,1768.61
1048576,40,477.56,2195.68
2097152,20,840.61,2494.79
4194304,10,1547.10,2711.07
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,14.15,0.00
1,1000,14.19,0.07
2,1000,14.18,0.14
4,1000,14.17,0.28
8,1000,14.16,0.57
16,1000,14.17,1.13
32,1000,14.27,2.24
64,1000,14.29,4.48
128,1000,14.68,8.72
256,1000,14.82,17.27
512,1000,14.92,34.31
1024,1000,15.36,66.66
2048,1000,38.15,53.68
4096,1000,38.81,105.55
8192,1000,49.03,167.07
16384,1000,49.01,334.29
32768,1000,97.69,335.42
65536,640,97.12,674.79
131072,320,113.40,1155.86
262144,160,214.56,1221.76
524288,80,295.86,1772.09
1048576,40,478.41,2191.77
2097152,20,841.40,2492.46
4194304,10,1546.33,2712.42
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,16.13,0.00
1,1000,16.10,0.06
2,1000,16.18,0.12
4,1000,16.14,0.25
8,1000,16.13,0.50
16,1000,16.11,0.99
32,1000,16.10,1.99
64,1000,16.25,3.94
128,1000,16.90,7.58
256,1000,16.97,15.08
512,1000,17.26,29.67
1024,1000,17.56,58.32
2048,433,40.50,50.57
4096,433,41.11,99.64
8192,433,56.67,144.55
16384,433,49.03,334.14
32768,433,98.28,333.41
65536,433,102.92,636.79
131072,320,130.88,1001.49
262144,160,235.36,1113.82
524288,80,331.36,1582.23
1048576,40,517.86,2024.83
2097152,20,904.81,2317.79
4194304,10,1767.88,2372.50
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,14.25,0.00
1,1000,14.24,0.07
2,1000,14.27,0.14
4,1000,14.28,0.28
8,1000,14.24,0.56
16,1000,14.24,1.12
32,1000,14.29,2.24
64,1000,14.36,4.46
128,1000,14.78,8.66
256,1000,14.92,17.16
512,1000,15.14,33.82
1024,1000,15.62,65.57
2048,1000,38.86,52.70
4096,1000,39.09,104.78
8192,1000,62.89,130.27
16384,1000,49.01,334.33
32768,1000,97.74,335.27
65536,640,97.92,669.30
131072,320,104.98,1248.53
262144,160,214.00,1224.95
524288,80,297.76,1760.77
1048576,3,475.30,2206.12
2097152,3,838.18,2502.03
4194304,3,1542.61,2718.96
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,16.35,0.00
1,1000,16.33,0.06
2,1000,16.33,0.12
4,1000,16.34,0.24
8,1000,16.33,0.49
16,1000,16.31,0.98
32,1000,16.34,1.96
64,1000,16.43,3.90
128,1000,17.07,7.50
256,1000,17.20,14.88
512,1000,17.39,29.44
1024,1000,17.88,57.26
2048,1000,40.96,50.00
4096,1000,41.21,99.38
8192,1000,71.50,114.57
16384,1000,49.03,334.16
32768,1000,98.44,332.89
65536,640,101.51,645.62
131072,320,126.59,1035.40
262144,160,239.13,1096.25
524288,80,333.12,1573.87
1048576,40,522.88,2005.38
2097152,20,913.71,2295.19
4194304,10,1788.68,2344.92
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,16.07,0.00
1,1000,16.03,0.06
2,1000,16.13,0.12
4,1000,16.09,0.25
8,1000,16.07,0.50
16,1000,16.08,1.00
32,1000,16.08,1.99
64,1000,16.18,3.96
128,1000,16.75,7.64
256,1000,16.93,15.12
512,1000,17.14,29.87
1024,1000,17.56,58.31
2048,1000,40.20,50.95
4096,1000,40.35,101.52
8192,1000,72.73,112.64
16384,1000,49.02,334.24
32768,1000,101.42,323.10
65536,640,107.14,611.66
131072,320,127.78,1025.74
262144,160,233.53,1122.54
524288,80,329.09,1593.13
1048576,40,519.85,2017.08
2097152,20,911.26,2301.38
4194304,10,1774.65,2363.45
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,16.31,0.00
1,1000,16.32,0.06
2,1000,16.33,0.12
4,1000,16.33,0.24
8,1000,16.32,0.49
16,1000,16.32,0.98
32,1000,16.32,1.96
64,1000,16.42,3.90
128,1000,17.13,7.47
256,1000,17.25,14.84
512,1000,17.36,29.49
1024,1000,17.84,57.39
2048,1000,40.70,50.32
4096,1000,41.16,99.51
8192,1000,67.43,121.49
16384,1000,49.04,334.12
32768,1000,99.14,330.54
65536,640,103.43,633.63
131072,320,132.32,990.55
262144,160,238.29,1100.12
524288,80,333.02,1574.33
1048576,40,522.91,2005.26
2097152,20,917.06,2286.82
4194304,10,1783.91,2351.18
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,14.60,0.00
1,1000,14.59,0.07
2,1000,14.63,0.14
4,1000,14.63,0.27
8,1000,14.60,0.55
16,1000,14.63,1.09
32,1000,14.67,2.18
64,1000,14.72,4.35
128,1000,15.24,8.40
256,1000,15.40,16.62
512,1000,15.50,33.03
1024,1000,15.98,64.06
2048,1000,38.96,52.57
4096,1000,39.66,103.27
8192,1000,65.22,125.60
16384,1000,49.02,334.26
32768,1000,98.02,334.31
65536,640,98.15,667.69
131072,320,112.61,1163.94
262144,160,216.84,1208.93
524288,80,298.47,1756.57
1048576,40,482.14,2174.84
2097152,20,843.91,2485.03
4194304,10,1553.90,2699.22
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.99,0.00
1,1000,0.99,1.01
2,1000,1.00,2.01
4,1000,1.00,4.02
8,1000,0.99,8.08
16,1000,0.99,16.11
32,1000,1.01,31.65
64,1000,1.18,54.46
128,1000,1.22,105.24
256,1000,1.44,178.40
512,1000,1.50,341.24
1024,1000,1.66,618.00
2048,1000,2.34,873.86
4096,1000,3.21,1274.16
8192,1000,4.50,1820.81
16384,1000,6.31,2595.77
32768,1000,8.56,3827.77
65536,640,12.49,5248.62
131072,320,18.69,7011.25
262144,160,32.68,8021.66
524288,80,54.20,9673.25
1048576,40,96.91,10819.65
2097152,20,182.24,11507.44
4194304,10,351.94,11917.84
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.99,0.00
1,1000,1.00,1.00
2,1000,1.00,2.00
4,1000,1.00,4.01
8,1000,0.99,8.06
16,1000,1.00,16.04
32,1000,1.01,31.69
64,1000,1.17,54.56
128,1000,1.22,105.14
256,1000,2.80,91.37
512,1000,1.50,340.99
1024,1000,1.66,617.64
2048,1000,2.34,874.19
4096,1000,3.21,1274.57
8192,1000,4.48,1827.34
16384,1000,6.30,2601.61
32768,1000,8.55,3832.71
65536,640,12.48,5251.28
131072,320,18.67,7020.38
262144,160,32.67,8022.79
524288,80,54.05,9700.44
1048576,40,96.99,10811.40
2097152,20,182.18,11511.39
4194304,10,352.41,11901.63
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.99,0.00
1,1000,0.99,1.01
2,1000,1.00,2.00
4,1000,1.00,4.00
8,1000,0.99,8.07
16,1000,1.00,16.07
32,1000,1.01,31.77
64,1000,1.16,55.10
128,1000,1.20,106.33
256,1000,1.42,180.30
512,1000,1.50,340.86
1024,1000,1.66,617.09
2048,1000,2.33,879.25
4096,1000,3.22,1273.88
8192,1000,4.48,1828.62
16384,1000,6.29,2606.15
32768,1000,8.51,3849.04
65536,640,12.43,5273.08
131072,320,18.64,7030.09
262144,160,32.65,8027.81
524288,80,54.05,9700.55
1048576,40,96.86,10825.21
2097152,20,182.26,11506.23
4194304,10,352.74,11890.50
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.99,0.00
1,1000,0.99,1.01
2,1000,1.00,2.00
4,1000,0.99,4.03
8,1000,0.99,8.05
16,1000,0.99,16.12
32,1000,1.01,31.79
64,1000,1.16,54.96
128,1000,1.22,104.94
256,1000,1.44,177.65
512,1000,1.51,340.01
1024,1000,1.65,618.98
2048,1000,2.33,877.12
4096,1000,3.22,1272.60
8192,1000,4.48,1829.11
16384,1000,6.30,2599.07
32768,1000,8.55,3831.64
65536,640,12.50,5244.86
131072,320,18.70,7008.32
262144,160,32.67,8024.33
524288,80,54.13,9686.61
1048576,40,97.68,10734.63
2097152,20,182.19,11511.11
4194304,10,352.99,11882.33
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.98,0.00
1,1000,0.99,1.01
2,1000,0.99,2.01
4,1000,0.99,4.03
8,1000,0.99,8.08
16,1000,0.99,16.11
32,1000,1.01,31.80
64,1000,1.16,55.10
128,1000,1.20,106.48
256,1000,1.43,179.32
512,1000,1.51,339.86
1024,1000,1.66,617.10
2048,1000,2.33,880.82
4096,1000,3.22,1272.93
8192,1000,4.50,1821.83
16384,1000,6.31,2594.76
32768,1000,8.54,3837.67
65536,640,12.45,5263.50
131072,320,18.71,7005.96
262144,160,32.71,8013.61
524288,80,54.26,9663.28
1048576,40,98.10,10688.62
2097152,20,182.16,11512.47
4194304,10,353.13,11877.35
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.99,0.00
1,1000,0.99,1.01
2,1000,1.00,2.01
4,1000,0.99,4.03
8,1000,0.99,8.07
16,1000,0.99,16.10
32,1000,1.01,31.75
64,1000,1.18,54.26
128,1000,1.22,104.56
256,1000,1.43,178.88
512,1000,1.49,342.48
1024,1000,1.66,617.59
2048,1000,2.34,873.97
4096,1000,3.22,1273.59
8192,1000,4.48,1829.45
16384,1000,6.29,2606.63
32768,1000,8.55,3833.33
65536,640,12.45,5264.10
131072,320,18.67,7021.68
262144,160,32.67,8023.02
524288,80,54.27,9660.26
1048576,40,98.24,10673.53
2097152,20,182.10,11516.62
4194304,10,353.33,11870.73
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.99,0.00
1,1000,0.99,1.01
2,1000,1.00,2.00
4,1000,1.00,4.01
8,1000,0.99,8.06
16,1000,1.00,15.97
32,1000,1.01,31.76
64,1000,1.17,54.65
128,1000,1.22,105.18
256,1000,1.43,179.48
512,1000,1.49,343.64
1024,1000,1.66,617.43
2048,1000,2.34,876.44
4096,1000,3.22,1272.16
8192,1000,4.48,1827.00
16384,1000,6.30,2601.62
32768,1000,8.57,3823.07
65536,640,12.47,5257.60
131072,320,18.69,7011.31
262144,160,32.64,8031.93
524288,80,56.68,9250.53
1048576,40,98.09,10689.85
2097152,20,182.09,11516.95
4194304,10,352.75,11890.34
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.99,0.00
1,1000,0.99,1.01
2,1000,1.00,2.00
4,1000,1.00,4.01
8,1000,0.99,8.09
16,1000,0.99,16.13
32,1000,1.01,31.82
64,1000,1.17,54.67
128,1000,1.22,105.15
256,1000,1.44,178.27
512,1000,1.50,340.51
1024,1000,1.65,619.09
2048,1000,2.33,877.66
4096,1000,3.22,1272.18
8192,1000,4.49,1824.75
16384,1000,6.30,2602.67
32768,1000,8.55,3833.68
65536,640,12.47,5257.34
131072,320,18.71,7005.44
262144,160,32.61,8039.64
524288,80,57.00,9197.43
1048576,40,97.66,10737.02
2097152,20,182.31,11503.19
4194304,10,353.39,11868.91
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.99,0.00
1,1000,0.99,1.01
2,1000,0.99,2.01
4,1000,0.99,4.03
8,1000,0.99,8.09
16,1000,0.99,16.16
32,1000,1.01,31.84
64,1000,1.17,54.79
128,1000,1.21,105.39
256,1000,2.80,91.59
512,1000,1.50,341.64
1024,1000,1.66,616.85
2048,1000,2.33,879.01
4096,1000,3.21,1274.48
8192,1000,4.50,1818.95
16384,1000,6.34,2583.86
32768,1000,8.56,3829.48
65536,640,12.49,5248.75
131072,320,18.68,7017.82
262144,160,32.73,8009.27
524288,80,57.42,9131.18
1048576,40,96.90,10821.09
2097152,20,182.16,11512.63
4194304,10,353.00,11881.81
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.99,0.00
1,1000,0.99,1.01
2,1000,1.00,2.00
4,1000,0.99,4.02
8,1000,0.99,8.08
16,1000,0.99,16.11
32,1000,1.01,31.79
64,1000,1.17,54.62
128,1000,1.22,104.77
256,1000,1.43,179.39
512,1000,1.49,343.71
1024,1000,1.67,614.43
2048,1000,2.33,877.12
4096,1000,3.21,1275.01
8192,1000,4.48,1829.27
16384,1000,6.30,2600.55
32768,1000,8.56,3828.89
65536,640,12.49,5248.65
131072,320,18.70,7007.84
262144,160,32.61,8039.41
524288,80,57.25,9158.15
1048576,40,97.67,10735.42
2097152,20,182.18,11511.60
4194304,10,352.69,11892.40
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,15.30,0.00
1,1000,15.42,0.06
2,1000,15.43,0.13
4,1000,15.46,0.26
8,1000,15.45,0.52
16,1000,15.51,1.03
32,1000,15.57,2.06
64,1000,15.54,4.12
128,1000,15.70,8.15
256,1000,15.96,16.04
512,1000,16.44,31.15
1024,1000,16.77,61.06
2048,1000,38.63,53.02
4096,1000,38.73,105.76
8192,1000,39.74,206.16
16384,1000,41.58,393.99
32768,1000,46.39,706.33
65536,640,147.66,443.84
131072,320,167.67,781.72
262144,160,204.68,1280.73
524288,80,301.31,1740.02
1048576,40,495.17,2117.61
2097152,20,876.66,2392.22
4194304,10,1751.40,2394.83
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,15.40,0.00
1,1000,15.49,0.06
2,1000,15.54,0.13
4,1000,15.53,0.26
8,1000,15.58,0.51
16,1000,15.64,1.02
32,1000,15.72,2.04
64,1000,15.83,4.04
128,1000,16.09,7.96
256,1000,16.13,15.87
512,1000,16.67,30.72
1024,1000,17.04,60.08
2048,1000,38.68,52.94
4096,1000,39.04,104.93
8192,1000,39.83,205.67
16384,1000,41.92,390.81
32768,1000,47.91,684.01
65536,640,147.22,445.15
131072,320,153.11,856.08
262144,160,201.41,1301.55
524288,80,301.93,1736.46
1048576,40,494.89,2118.81
2097152,20,884.12,2372.03
4194304,10,1744.51,2404.29
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,15.17,0.00
1,1000,15.13,0.07
2,1000,15.13,0.13
4,1000,15.18,0.26
8,1000,15.16,0.53
16,1000,15.18,1.05
32,1000,15.22,2.10
64,1000,15.44,4.15
128,1000,15.71,8.15
256,1000,15.72,16.28
512,1000,16.24,31.54
1024,1000,16.56,61.83
2048,1000,38.53,53.15
4096,1000,38.75,105.69
8192,1000,39.84,205.63
16384,1000,41.69,393.04
32768,1000,46.50,704.67
65536,640,146.06,448.70
131072,320,152.28,860.71
262144,160,199.03,1317.12
524288,80,299.69,1749.45
1048576,40,493.28,2125.73
2097152,20,883.99,2372.38
4194304,10,1744.56,2404.22
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,15.88,0.00
1,1000,15.82,0.06
2,1000,15.83,0.13
4,1000,15.78,0.25
8,1000,15.84,0.51
16,1000,15.85,1.01
32,1000,15.80,2.03
64,1000,15.81,4.05
128,1000,16.34,7.84
256,1000,16.51,15.51
512,1000,16.77,30.53
1024,1000,17.30,59.18
2048,1000,39.00,52.51
4096,1000,39.38,104.01
8192,1000,40.35,203.01
16384,1000,42.27,387.64
32768,1000,48.80,671.50
65536,640,147.97,442.91
131072,320,154.31,849.40
262144,160,206.26,1270.96
524288,80,303.15,1729.48
1048576,40,498.74,2102.46
2097152,20,880.48,2381.83
4194304,10,1749.61,2397.28
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,15.19,0.00
1,1000,15.32,0.07
2,1000,15.30,0.13
4,1000,15.32,0.26
8,1000,15.32,0.52
16,1000,15.33,1.04
32,1000,15.38,2.08
64,1000,15.52,4.12
128,1000,15.72,8.14
256,1000,15.84,16.16
512,1000,16.29,31.42
1024,1000,16.67,61.42
2048,1000,38.24,53.55
4096,1000,38.81,105.55
8192,1000,39.37,208.06
16384,1000,41.18,397.90
32768,1000,46.66,702.29
65536,640,147.06,445.65
131072,320,136.73,958.62
262144,160,188.50,1390.65
524288,80,272.31,1925.33
1048576,40,456.32,2297.88
2097152,20,819.02,2560.56
4194304,10,1529.40,2742.46
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,15.79,0.00
1,1000,15.96,0.06
2,1000,15.85,0.13
4,1000,15.83,0.25
8,1000,15.89,0.50
16,1000,15.94,1.00
32,1000,15.98,2.00
64,1000,16.02,3.99
128,1000,16.22,7.89
256,1000,16.33,15.67
512,1000,16.85,30.38
1024,1000,17.21,59.49
2048,1000,38.71,52.90
4096,1000,39.16,104.59
8192,1000,39.39,207.96
16384,1000,41.04,399.18
32768,1000,46.55,704.00
65536,640,147.04,445.71
131072,320,150.34,871.84
262144,160,202.50,1294.55
524288,80,299.89,1748.28
1048576,40,491.56,2133.17
2097152,20,870.48,2409.20
4194304,10,1745.71,2402.63
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,15.74,0.00
1,1000,15.71,0.06
2,1000,15.72,0.13
4,1000,15.70,0.25
8,1000,15.75,0.51
